,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
346,343,2013-11-15,Трактор,Динамо Мн,1:0,1:0,1:0,:,:
347,344,2013-11-15,Металлург Мг,Донбасс,0:0,0:1,2:0,:,:
348,345,2013-11-15,Салават Юлаев,Медвешчак,0:2,1:1,1:0,:,:
349,346,2013-11-15,Нефтехимик,Спартак,0:0,4:0,1:0,:,:
350,347,2013-11-15,ЦСКА,Барыс,0:0,0:0,3:0,:,:
351,348,2013-11-15,Динамо Р,Авангард,1:0,0:0,2:1,:,:
352,349,2013-11-15,Слован,Автомобилист,0:0,0:1,3:0,:,:
353,350,2013-11-15,Лев Пр,Югра,0:1,1:0,1:0,:,:
354,351,2013-11-16,Атлант,СКА,0:1,1:0,0:1,:,:
355,352,2013-11-16,Локомотив,Северсталь,2:0,1:0,0:1,:,:
356,353,2013-11-17,Адмирал,Динамо М,2:1,0:1,1:2,:,:
357,354,2013-11-17,Амур,Витязь,1:0,3:0,0:2,:,:
358,355,2013-11-17,Металлург Нк,Торпедо НН,1:1,0:2,0:1,:,:
359,356,2013-11-17,Сибирь,Ак Барс,0:0,0:1,0:1,:,:
360,357,2013-11-17,Трактор,Спартак,0:0,2:1,1:1,:,:
361,358,2013-11-17,Металлург Мг,Медвешчак,1:0,1:0,2:0,:,:
362,359,2013-11-17,Салават Юлаев,Донбасс,2:2,0:0,0:0,0:0,0:1
363,360,2013-11-17,Нефтехимик,Динамо Мн,2:1,2:1,1:0,:,:
364,361,2013-11-17,ЦСКА,Автомобилист,1:0,0:0,1:1,:,:
365,362,2013-11-17,Динамо Р,Югра,1:0,1:2,1:1,1:0,:
366,363,2013-11-17,Слован,Барыс,1:2,1:1,0:3,:,:
367,364,2013-11-17,Лев Пр,Авангард,0:0,1:1,1:1,0:0,1:0
368,365,2013-11-18,СКА,Локомотив,1:1,0:0,0:1,:,:
369,366,2013-11-19,Адмирал,Витязь,0:0,0:0,0:1,:,:
370,367,2013-11-19,Амур,Динамо М,0:1,0:0,1:3,:,:
371,368,2013-11-19,Сибирь,Торпедо НН,1:1,1:0,1:0,:,:
372,369,2013-11-19,Металлург Нк,Ак Барс,0:1,0:1,0:0,:,:
373,370,2013-11-19,Трактор,Медвешчак,2:1,2:0,1:0,:,:
374,371,2013-11-19,Металлург Мг,Спартак,0:0,3:0,0:2,:,:
375,372,2013-11-19,Салават Юлаев,Динамо Мн,0:1,1:1,4:0,:,:
376,373,2013-11-19,Нефтехимик,Донбасс,1:0,0:0,1:0,:,:
377,374,2013-11-19,ЦСКА,Югра,3:2,0:0,0:1,0:1,:
378,375,2013-11-19,Динамо Р,Автомобилист,2:0,0:0,1:1,:,:
379,376,2013-11-19,Слован,Авангард,0:0,2:1,1:0,:,:
380,377,2013-11-19,Лев Пр,Барыс,0:1,1:0,1:1,0:1,:
381,378,2013-11-20,СКА,Северсталь,0:0,1:0,1:1,:,:
382,379,2013-11-21,Локомотив,Атлант,0:0,1:0,1:0,:,:
383,380,2013-11-22,Авангард,ЦСКА,0:1,2:2,1:2,:,:
384,381,2013-11-22,Барыс,Динамо Р,0:1,3:2,1:1,0:0,0:1
385,382,2013-11-22,Югра,Слован,0:0,0:0,0:0,0:0,0:1
386,383,2013-11-22,Автомобилист,Лев Пр,0:1,0:0,1:2,:,:
387,384,2013-11-22,Ак Барс,Сибирь,1:0,0:0,0:1,0:0,0:1
388,385,2013-11-22,Торпедо НН,Амур,1:1,3:0,2:1,:,:
389,386,2013-11-22,Динамо М,Адмирал,2:0,1:1,0:1,:,:
390,387,2013-11-22,СКА,Трактор,3:0,0:0,0:0,:,:
391,388,2013-11-22,Спартак,Нефтехимик,2:1,1:0,1:1,:,:
392,389,2013-11-22,Донбасс,Металлург Нк,1:1,1:0,3:0,:,:
393,390,2013-11-22,Динамо Мн,Салават Юлаев,0:1,1:2,0:1,:,:
394,391,2013-11-22,Медвешчак,Металлург Мг,0:0,0:1,2:0,:,:
395,392,2013-11-23,Северсталь,Атлант,2:0,1:0,1:0,:,:
396,393,2013-11-24,Авангард,Динамо Р,2:0,1:1,2:1,:,:
397,394,2013-11-24,Барыс,ЦСКА,0:2,1:0,1:3,:,:
398,395,2013-11-24,Югра,Лев Пр,0:1,1:2,0:1,:,:
399,396,2013-11-24,Автомобилист,Слован,3:0,2:0,3:1,:,:
400,397,2013-11-24,Ак Барс,Адмирал,0:0,1:0,4:1,:,:
401,398,2013-11-24,Торпедо НН,Металлург Нк,2:0,2:0,1:0,:,:
402,399,2013-11-24,СКА,Нефтехимик,1:0,0:1,1:0,:,:
403,400,2013-11-24,Витязь,Сибирь,0:1,1:2,2:0,0:0,1:0
404,401,2013-11-24,Динамо М,Амур,1:2,4:1,0:1,:,:
405,402,2013-11-24,Донбасс,Салават Юлаев,0:1,3:0,1:1,:,:
406,403,2013-11-24,Динамо Мн,Металлург Мг,1:1,0:0,2:0,:,:
407,404,2013-11-24,Медвешчак,Трактор,1:1,0:0,3:3,0:0,0:1
408,405,2013-11-25,Атлант,Локомотив,0:0,0:1,1:0,0:0,1:0
409,406,2013-11-26,Авангард,Лев Пр,0:2,1:0,1:0,0:0,0:1
410,407,2013-11-26,Барыс,Слован,2:1,2:0,2:0,:,:
411,408,2013-11-26,Югра,Динамо Р,1:1,0:0,0:0,0:1,:
412,409,2013-11-26,Автомобилист,ЦСКА,0:0,0:1,0:1,:,:
413,410,2013-11-26,Ак Барс,Амур,0:0,1:0,0:2,:,:
414,411,2013-11-26,Торпедо НН,Сибирь,1:1,1:0,1:0,:,:
415,412,2013-11-26,Витязь,Адмирал,0:2,0:0,1:1,:,:
416,413,2013-11-26,Динамо М,Металлург Нк,1:2,1:1,1:1,:,:
417,414,2013-11-26,Спартак,Трактор,1:1,1:2,1:2,:,:
418,415,2013-11-26,Донбасс,Металлург Мг,2:0,0:2,1:0,:,:
419,416,2013-11-26,Динамо Мн,Нефтехимик,1:2,2:0,1:1,:,:
420,417,2013-11-26,Медвешчак,Салават Юлаев,0:1,0:0,0:0,:,:
421,418,2013-11-27,Северсталь,Локомотив,1:1,0:1,0:0,:,:
422,419,2013-11-28,Авангард,Слован,2:0,2:0,0:2,:,:
423,420,2013-11-28,Барыс,Лев Пр,1:1,0:1,1:1,:,:
424,421,2013-11-28,Югра,ЦСКА,0:0,0:2,3:2,:,:
425,422,2013-11-28,Автомобилист,Динамо Р,1:1,2:0,0:0,:,:
426,423,2013-11-28,Ак Барс,Металлург Нк,2:1,1:3,1:0,0:0,0:1
427,424,2013-11-28,Торпедо НН,Адмирал,0:1,2:0,0:0,:,:
428,425,2013-11-28,Витязь,Амур,0:0,1:1,0:0,0:0,1:0
429,426,2013-11-28,Спартак,Салават Юлаев,0:0,0:0,2:3,:,:
430,427,2013-11-28,Донбасс,Нефтехимик,0:0,1:0,0:1,0:0,1:0
431,428,2013-11-28,Динамо Мн,Трактор,1:1,0:1,3:0,:,:
432,429,2013-11-28,Медвешчак,Сибирь,3:1,2:0,1:0,:,:
433,430,2013-11-29,СКА,Атлант,3:0,1:0,0:1,:,:
434,431,2013-11-30,Северсталь,Динамо М,0:0,2:1,0:1,0:0,1:0
435,432,2013-12-01,Трактор,Авангард,0:1,1:0,0:1,:,:
436,433,2013-12-01,Металлург Мг,Барыс,0:1,1:1,2:1,0:0,0:1
437,434,2013-12-01,Салават Юлаев,Автомобилист,0:1,0:0,1:2,:,:
438,435,2013-12-01,Нефтехимик,Югра,2:0,0:0,2:0,:,:
439,436,2013-12-01,Динамо Р,Атлант,0:2,1:0,0:0,:,:
440,437,2013-12-02,Адмирал,Спартак,1:1,0:1,0:0,:,:
441,438,2013-12-02,Амур,Донбасс,0:2,0:0,0:2,:,:
442,439,2013-12-02,Металлург Нк,Медвешчак,0:2,0:1,1:2,:,:
443,440,2013-12-02,Сибирь,Динамо Мн,3:0,0:0,0:1,:,:
444,441,2013-12-02,Торпедо НН,Динамо М,0:0,0:2,1:1,:,:
445,442,2013-12-02,ЦСКА,Локомотив,0:1,0:2,1:0,:,:
446,443,2013-12-02,Слован,Северсталь,1:0,0:1,2:1,:,:
447,444,2013-12-02,Лев Пр,СКА,0:1,3:1,0:1,0:0,0:1
448,445,2013-12-03,Трактор,Барыс,0:1,0:3,0:0,:,:
449,446,2013-12-03,Металлург Мг,Авангард,0:0,0:2,2:0,0:0,0:1
450,447,2013-12-03,Салават Юлаев,Югра,1:0,0:0,1:2,1:0,:
451,448,2013-12-03,Нефтехимик,Автомобилист,2:0,0:3,0:0,:,:
452,449,2013-12-03,Витязь,Ак Барс,1:1,0:2,1:0,:,:
453,450,2013-12-04,Адмирал,Донбасс,2:1,1:0,1:0,:,:
454,451,2013-12-04,Амур,Спартак,1:0,1:0,1:3,0:0,1:0
455,452,2013-12-04,Металлург Нк,Динамо Мн,2:0,1:1,0:1,:,:
456,453,2013-12-04,Сибирь,Медвешчак,0:0,0:1,0:1,:,:
457,454,2013-12-04,Атлант,ЦСКА,0:0,0:0,2:0,:,:
458,455,2013-12-04,Динамо Р,Локомотив,0:0,1:1,3:0,:,:
459,456,2013-12-04,Слован,СКА,1:1,1:1,0:0,0:0,0:1
460,457,2013-12-04,Лев Пр,Северсталь,0:0,1:1,2:0,:,:
461,458,2013-12-05,Трактор,Автомобилист,0:0,1:1,1:1,0:0,0:1
462,459,2013-12-05,Металлург Мг,Югра,0:3,1:1,3:0,1:0,:
463,460,2013-12-05,Салават Юлаев,Авангард,1:0,0:0,2:2,:,:
464,461,2013-12-05,Нефтехимик,Барыс,0:1,0:0,0:0,:,:
465,462,2013-12-05,Динамо М,Ак Барс,1:0,1:0,1:0,:,:
466,485,2013-12-05,Витязь,Торпедо НН,0:1,2:0,0:2,:,:
467,463,2013-12-06,Адмирал,Медвешчак,0:0,0:1,0:1,:,:
468,464,2013-12-06,Амур,Динамо Мн,0:1,0:0,2:1,0:0,0:1
469,465,2013-12-06,Металлург Нк,Донбасс,0:1,0:0,0:1,:,:
470,466,2013-12-06,Сибирь,Спартак,0:1,0:1,1:0,:,:
471,467,2013-12-06,ЦСКА,СКА,1:0,0:0,1:0,:,:
472,468,2013-12-06,Динамо Р,Северсталь,1:1,0:0,0:1,:,:
473,470,2013-12-06,Лев Пр,Локомотив,0:0,0:0,0:0,0:1,:
474,471,2013-12-07,Трактор,Югра,0:1,0:0,0:1,:,:
475,472,2013-12-07,Металлург Мг,Автомобилист,0:2,2:0,1:1,0:0,1:0
476,473,2013-12-07,Салават Юлаев,Барыс,2:1,3:2,1:0,:,:
477,474,2013-12-07,Нефтехимик,Авангард,0:0,0:2,0:2,:,:
478,476,2013-12-07,Динамо М,Витязь,2:1,0:0,0:1,0:0,1:0
479,477,2013-12-08,Адмирал,Динамо Мн,2:0,0:1,0:1,0:0,1:0
480,478,2013-12-08,Амур,Медвешчак,1:1,0:1,2:1,0:0,1:0
481,479,2013-12-08,Металлург Нк,Спартак,1:0,0:1,0:0,1:0,:
482,480,2013-12-08,Сибирь,Донбасс,0:3,2:0,0:0,:,:
483,481,2013-12-08,ЦСКА,Северсталь,0:1,3:1,0:0,:,:
484,482,2013-12-08,Динамо Р,СКА,1:0,3:2,2:2,:,:
485,483,2013-12-08,Слован,Локомотив,0:1,2:2,3:0,:,:
486,484,2013-12-08,Лев Пр,Атлант,1:0,0:2,0:1,:,:
487,469,2013-12-09,Слован,Атлант,1:1,0:0,0:0,0:0,0:1
488,475,2013-12-09,Ак Барс,Торпедо НН,1:0,1:0,0:1,:,:
489,486,2013-12-11,Авангард,Сибирь,1:0,0:2,2:0,:,:
490,487,2013-12-11,Барыс,Металлург Нк,1:0,2:1,2:2,:,:
491,488,2013-12-11,Югра,Адмирал,1:1,1:1,0:1,:,:
492,489,2013-12-11,Автомобилист,Амур,1:1,2:0,2:0,:,:
493,490,2013-12-11,Локомотив,Салават Юлаев,2:0,1:1,1:1,:,:
494,491,2013-12-11,Северсталь,Нефтехимик,1:0,0:0,0:0,:,:
495,492,2013-12-11,Атлант,Трактор,1:1,0:2,1:0,:,:
496,493,2013-12-11,СКА,Металлург Мг,0:0,0:1,0:1,:,:
497,494,2013-12-11,Спартак,Торпедо НН,1:0,0:1,0:1,:,:
498,495,2013-12-11,ЦСКА,Лев Пр,0:0,0:1,0:2,:,:
499,496,2013-12-11,Донбасс,Динамо М,0:1,2:2,0:0,:,:
500,497,2013-12-11,Динамо Мн,Витязь,0:1,0:1,0:0,:,:
501,498,2013-12-11,Медвешчак,Ак Барс,4:3,2:1,0:1,:,:
502,499,2013-12-13,Авангард,Металлург Нк,0:0,3:1,0:1,:,:
503,500,2013-12-13,Барыс,Сибирь,2:0,1:2,0:2,:,:
504,501,2013-12-13,Югра,Амур,1:2,1:0,0:1,:,:
505,502,2013-12-13,Автомобилист,Адмирал,2:1,2:0,1:1,:,:
506,503,2013-12-13,Локомотив,Нефтехимик,1:1,1:0,0:3,:,:
507,504,2013-12-13,Северсталь,Салават Юлаев,1:1,0:0,4:2,:,:
508,505,2013-12-13,Атлант,Металлург Мг,0:0,0:1,0:0,:,:
509,506,2013-12-13,Спартак,Ак Барс,0:0,0:0,1:2,:,:
510,507,2013-12-13,ЦСКА,Слован,1:0,1:5,2:0,:,:
511,508,2013-12-13,Донбасс,Витязь,1:1,2:2,2:0,:,:
512,509,2013-12-13,Динамо Мн,Динамо М,0:1,1:3,1:0,:,:
513,510,2013-12-13,Динамо Р,Трактор,0:0,1:0,1:0,:,:
514,511,2013-12-13,Медвешчак,Торпедо НН,0:0,0:0,0:0,0:0,0:1
515,512,2013-12-15,Донбасс,Динамо Мн,0:1,2:0,1:0,:,:
516,513,2013-12-15,Лев Пр,Слован,2:0,3:0,2:0,:,:
517,514,2013-12-25,Северсталь,СКА,1:1,0:1,0:0,:,:
518,515,2013-12-25,Торпедо НН,Ак Барс,2:3,1:2,1:1,:,:
519,516,2013-12-25,Атлант,Нефтехимик,1:1,2:0,1:0,:,:
520,517,2013-12-25,Спартак,Металлург Мг,0:0,0:4,1:2,:,:
521,518,2013-12-25,ЦСКА,Витязь,1:1,2:0,2:1,:,:
522,519,2013-12-25,Донбасс,Трактор,0:2,0:0,2:0,0:0,1:0
523,520,2013-12-26,Авангард,Амур,1:1,1:1,1:0,:,:
524,521,2013-12-26,Барыс,Адмирал,2:0,2:2,2:1,:,:
525,522,2013-12-26,Югра,Металлург Нк,0:2,0:3,1:1,:,:
526,523,2013-12-26,Автомобилист,Сибирь,0:0,0:0,0:0,0:0,1:0
527,524,2013-12-26,Атлант,Салават Юлаев,0:0,1:4,1:1,:,:
528,525,2013-12-27,Локомотив,Трактор,0:0,0:0,0:0,0:0,1:0
529,526,2013-12-27,Северсталь,Металлург Мг,0:1,0:0,0:3,:,:
530,527,2013-12-27,Витязь,Спартак,1:1,2:1,0:1,0:0,1:0
531,528,2013-12-27,Донбасс,Торпедо НН,1:0,0:2,1:0,0:0,0:1
532,529,2013-12-27,Динамо Мн,Ак Барс,0:1,0:0,1:1,:,:
533,530,2013-12-27,Слован,Нефтехимик,0:2,3:0,1:0,:,:
534,531,2013-12-27,Медвешчак,Динамо М,0:3,0:1,0:1,:,:
535,532,2013-12-28,Авангард,Адмирал,2:0,1:1,1:0,:,:
536,533,2013-12-28,Барыс,Амур,2:1,4:0,2:1,:,:
537,534,2013-12-28,Югра,Сибирь,1:0,0:0,1:1,:,:
538,535,2013-12-28,Автомобилист,Металлург Нк,1:0,1:0,0:0,:,:
539,536,2013-12-28,СКА,Салават Юлаев,0:0,0:2,1:0,:,:
540,537,2013-12-28,Динамо Р,Лев Пр,0:0,1:0,0:1,0:0,0:1
541,538,2013-12-29,Локомотив,Металлург Мг,0:1,2:0,1:0,:,:
542,539,2013-12-29,Северсталь,Трактор,0:3,2:1,2:2,:,:
543,540,2013-12-29,Спартак,Динамо М,0:3,0:1,0:2,:,:
544,541,2013-12-29,Донбасс,Ак Барс,1:1,0:1,0:0,:,:
545,542,2013-12-29,Динамо Мн,Торпедо НН,1:0,3:0,0:0,:,:
546,543,2013-12-29,Динамо Р,Слован,0:1,0:2,1:0,:,:
547,544,2013-12-29,Медвешчак,Витязь,1:0,3:0,0:2,:,:
548,545,2014-01-03,Адмирал,СКА,1:2,1:1,2:1,0:0,1:0
549,546,2014-01-03,Амур,Локомотив,0:0,2:0,0:1,:,:
550,547,2014-01-03,Металлург Нк,Атлант,0:2,1:2,1:1,:,:
551,548,2014-01-03,Сибирь,Северсталь,0:0,1:2,1:1,:,:
552,549,2014-01-03,Трактор,Лев Пр,0:0,1:1,1:1,0:0,0:1
553,550,2014-01-03,Металлург Мг,Слован,2:0,4:1,0:1,:,:
554,551,2014-01-03,Салават Юлаев,Динамо Р,2:0,1:2,0:1,1:0,:
555,552,2014-01-03,Нефтехимик,ЦСКА,0:1,0:1,1:2,:,:
556,553,2014-01-03,Ак Барс,Югра,0:0,2:1,2:1,:,:
557,554,2014-01-03,Торпедо НН,Автомобилист,2:1,0:1,1:1,0:0,1:0
558,555,2014-01-03,Витязь,Барыс,0:0,0:0,1:1,0:0,0:1
559,556,2014-01-03,Динамо М,Авангард,1:2,3:2,2:0,:,:
560,557,2014-01-04,Спартак,Динамо Мн,0:0,1:1,0:1,:,:
561,558,2014-01-04,Медвешчак,Донбасс,1:1,0:1,0:1,:,:
562,559,2014-01-05,Адмирал,Локомотив,0:0,1:0,2:0,:,:
563,560,2014-01-05,Амур,СКА,1:3,0:1,0:2,:,:
564,561,2014-01-05,Металлург Нк,Северсталь,0:0,1:0,0:1,0:0,0:1
565,562,2014-01-05,Сибирь,Атлант,0:0,0:0,3:1,:,:
566,563,2014-01-05,Трактор,Слован,0:0,2:0,0:1,:,:
567,564,2014-01-05,Металлург Мг,Лев Пр,0:1,1:1,3:0,:,:
568,565,2014-01-05,Салават Юлаев,ЦСКА,1:1,2:1,2:0,:,:
569,566,2014-01-05,Нефтехимик,Динамо Р,0:0,1:1,0:0,0:1,:
570,567,2014-01-05,Ак Барс,Автомобилист,0:0,0:2,1:1,:,:
571,568,2014-01-05,Торпедо НН,Югра,1:1,2:3,1:1,:,:
572,569,2014-01-05,Витязь,Авангард,1:1,1:1,0:0,0:0,0:1
573,570,2014-01-05,Динамо М,Барыс,0:0,1:2,1:0,1:0,:
574,571,2014-01-06,Донбасс,Спартак,1:0,1:0,0:2,1:0,:
575,572,2014-01-06,Медвешчак,Динамо Мн,0:1,2:0,2:0,:,:
576,573,2014-01-07,Адмирал,Северсталь,2:1,2:0,0:0,:,:
577,574,2014-01-07,Амур,Атлант,1:1,0:0,1:1,0:0,0:1
578,575,2014-01-07,Металлург Нк,СКА,1:0,1:1,1:1,:,:
579,576,2014-01-07,Сибирь,Локомотив,0:0,2:1,1:0,:,:
580,577,2014-01-07,Трактор,ЦСКА,2:0,0:0,1:1,:,:
581,578,2014-01-07,Металлург Мг,Динамо Р,2:2,2:0,2:0,:,:
582,579,2014-01-07,Салават Юлаев,Лев Пр,0:1,0:1,1:3,:,:
583,580,2014-01-07,Нефтехимик,Слован,2:0,0:3,1:0,1:0,:
584,581,2014-01-07,Ак Барс,Барыс,1:1,0:1,0:0,:,:
585,582,2014-01-07,Торпедо НН,Авангард,1:2,2:1,2:0,:,:
586,583,2014-01-07,Витязь,Югра,0:0,3:2,0:1,0:0,0:1
587,584,2014-01-07,Динамо М,Автомобилист,1:1,1:1,1:0,:,:
588,585,2014-01-08,Спартак,Медвешчак,1:0,0:1,0:2,:,:
589,586,2014-01-09,Адмирал,Атлант,0:0,2:3,0:0,:,:
590,587,2014-01-09,Амур,Северсталь,0:1,0:1,1:1,:,:
591,588,2014-01-09,Металлург Нк,Локомотив,1:1,0:1,0:0,:,:
592,589,2014-01-09,Сибирь,СКА,0:0,2:0,2:0,:,:
593,590,2014-01-09,Трактор,Динамо Р,2:0,0:3,0:2,:,:
594,591,2014-01-09,Металлург Мг,ЦСКА,1:0,2:0,0:1,:,:
595,592,2014-01-09,Салават Юлаев,Слован,1:0,1:1,2:1,:,:
596,593,2014-01-09,Нефтехимик,Лев Пр,0:1,0:2,1:1,:,:
597,595,2014-01-09,Торпедо НН,Барыс,1:1,4:1,2:0,:,:
598,596,2014-01-09,Витязь,Автомобилист,0:1,0:1,1:1,:,:
599,597,2014-01-09,Динамо М,Югра,0:1,2:1,0:0,0:0,0:1
600,598,2014-01-13,Локомотив,Витязь,0:0,0:0,1:0,:,:
601,599,2014-01-13,Атлант,Торпедо НН,2:0,1:4,1:1,:,:
602,600,2014-01-13,СКА,Ак Барс,1:1,1:0,1:0,:,:
603,601,2014-01-13,ЦСКА,Амур,1:0,2:0,0:0,:,:
604,602,2014-01-13,Динамо Р,Адмирал,0:1,0:2,2:2,:,:
605,603,2014-01-13,Слован,Сибирь,1:0,0:0,0:1,0:0,1:0
606,604,2014-01-13,Лев Пр,Металлург Нк,0:1,0:0,2:1,0:0,1:0
607,605,2014-01-14,Авангард,Медвешчак,2:0,0:2,1:1,0:0,1:0
608,606,2014-01-14,Барыс,Спартак,1:0,2:1,1:1,:,:
609,607,2014-01-14,Югра,Динамо Мн,1:0,3:0,2:0,:,:
610,608,2014-01-14,Металлург Мг,Салават Юлаев,2:1,0:2,1:0,0:0,0:1
611,609,2014-01-14,Нефтехимик,Трактор,0:0,0:1,3:0,:,:
612,610,2014-01-15,Локомотив,Торпедо НН,0:1,1:2,0:1,:,:
613,611,2014-01-15,Северсталь,Ак Барс,0:0,1:1,0:1,:,:
614,612,2014-01-15,Витязь,Атлант,0:1,0:1,1:0,:,:
615,613,2014-01-15,СКА,Динамо М,2:0,3:1,1:2,:,:
616,614,2014-01-15,ЦСКА,Сибирь,1:0,0:1,1:1,0:0,1:0
617,615,2014-01-15,Динамо Р,Металлург Нк,1:2,2:0,0:1,1:0,:
618,616,2014-01-15,Слован,Амур,0:0,2:2,1:0,:,:
619,617,2014-01-15,Лев Пр,Адмирал,1:1,2:0,1:0,:,:
620,618,2014-01-16,Авангард,Спартак,2:0,0:0,2:1,:,:
621,619,2014-01-16,Барыс,Медвешчак,0:0,1:1,0:2,:,:
622,620,2014-01-16,Югра,Донбасс,1:0,2:1,0:0,:,:
623,621,2014-01-16,Автомобилист,Динамо Мн,2:0,0:0,0:0,:,:
624,622,2014-01-16,Трактор,Салават Юлаев,1:1,1:2,3:0,:,:
625,623,2014-01-16,Нефтехимик,Металлург Мг,1:0,1:3,1:2,:,:
626,624,2014-01-17,Локомотив,Ак Барс,2:0,1:0,1:0,:,:
627,625,2014-01-17,Северсталь,Торпедо НН,0:0,4:2,0:2,0:1,:
628,626,2014-01-17,Атлант,Динамо М,0:1,1:0,0:2,:,:
629,627,2014-01-17,СКА,Витязь,1:0,0:0,3:1,:,:
630,628,2014-01-17,ЦСКА,Металлург Нк,2:1,1:0,1:0,:,:
631,629,2014-01-17,Динамо Р,Сибирь,1:1,1:1,0:1,:,:
632,630,2014-01-17,Слован,Адмирал,0:1,1:1,0:4,:,:
633,631,2014-01-17,Лев Пр,Амур,0:0,1:0,2:0,:,:
634,632,2014-01-18,Авангард,Динамо Мн,4:1,3:1,0:0,:,:
635,633,2014-01-18,Барыс,Донбасс,0:0,2:4,0:2,:,:
636,634,2014-01-18,Югра,Медвешчак,1:2,0:1,0:1,:,:
637,635,2014-01-18,Автомобилист,Спартак,0:0,0:0,2:0,:,:
638,636,2014-01-18,Трактор,Нефтехимик,1:0,0:3,2:2,:,:
639,637,2014-01-18,Салават Юлаев,Металлург Мг,0:2,2:2,0:1,:,:
640,638,2014-01-19,Атлант,Ак Барс,0:0,1:0,0:1,0:1,:
641,639,2014-01-19,Локомотив,Динамо М,2:0,1:4,0:0,:,:
642,640,2014-01-19,Северсталь,Витязь,4:0,2:2,1:1,:,:
643,641,2014-01-19,СКА,Торпедо НН,3:2,0:2,1:0,0:0,0:1
644,642,2014-01-19,ЦСКА,Адмирал,0:0,0:0,2:1,:,:
645,643,2014-01-19,Динамо Р,Амур,0:0,2:1,2:0,:,:
646,644,2014-01-19,Слован,Металлург Нк,1:1,0:2,1:0,:,:
647,645,2014-01-19,Лев Пр,Сибирь,1:0,1:1,1:0,:,:
648,646,2014-01-20,Авангард,Донбасс,0:0,0:0,0:2,:,:
649,647,2014-01-20,Барыс,Динамо Мн,1:0,0:0,0:1,0:1,:
650,648,2014-01-20,Югра,Спартак,0:2,2:0,3:1,:,:
651,649,2014-01-20,Автомобилист,Медвешчак,1:0,1:0,0:0,:,:
652,650,2014-01-22,Ак Барс,Слован,1:0,0:1,0:0,0:0,1:0
653,651,2014-01-22,Торпедо НН,Лев Пр,3:0,2:1,0:1,:,:
654,652,2014-01-22,Витязь,Динамо Р,0:1,2:0,4:1,:,:
655,653,2014-01-22,Динамо М,ЦСКА,0:0,0:1,1:0,0:0,1:0
656,654,2014-01-23,Адмирал,Нефтехимик,0:1,0:0,0:0,:,:
657,655,2014-01-23,Амур,Салават Юлаев,0:0,0:0,0:1,:,:
658,656,2014-01-23,Металлург Нк,Металлург Мг,0:2,0:1,3:1,:,:
659,657,2014-01-23,Сибирь,Трактор,1:0,0:2,1:0,1:0,:
660,658,2014-01-23,Спартак,Локомотив,1:0,0:2,0:1,:,:
661,659,2014-01-23,Донбасс,СКА,1:1,1:0,2:1,:,:
662,660,2014-01-23,Динамо Мн,Северсталь,0:1,0:0,1:0,0:0,1:0
663,661,2014-01-23,Медвешчак,Атлант,1:0,2:1,1:1,:,:
664,662,2014-01-24,Югра,Авангард,2:0,0:1,0:0,:,:
665,663,2014-01-24,Автомобилист,Барыс,1:1,2:0,3:1,:,:
666,664,2014-01-24,Ак Барс,Лев Пр,1:0,0:1,1:1,0:0,0:1
667,665,2014-01-24,Торпедо НН,Слован,0:1,2:2,0:0,:,:
668,666,2014-01-24,Динамо М,Динамо Р,1:0,0:2,1:2,:,:
669,667,2014-01-25,Адмирал,Салават Юлаев,0:0,3:0,0:2,:,:
670,668,2014-01-25,Амур,Нефтехимик,1:0,1:2,2:2,0:0,1:0
671,669,2014-01-25,Металлург Нк,Трактор,0:1,2:0,0:1,0:0,0:1
672,670,2014-01-25,Сибирь,Металлург Мг,1:0,0:1,1:0,:,:
673,671,2014-01-25,Спартак,СКА,0:1,1:1,0:3,:,:
674,672,2014-01-25,Донбасс,Северсталь,0:0,0:1,2:2,:,:
675,673,2014-01-25,Динамо Мн,Атлант,1:5,0:0,0:2,:,:
676,674,2014-01-25,Медвешчак,Локомотив,0:0,1:0,0:0,:,:
677,675,2014-01-26,Авангард,Барыс,0:1,3:1,1:2,0:1,:
678,676,2014-01-26,Автомобилист,Югра,1:0,1:0,0:2,0:0,0:1
679,677,2014-01-26,Ак Барс,Динамо Р,0:0,2:0,0:2,0:0,0:1
680,678,2014-01-26,Торпедо НН,ЦСКА,1:0,1:1,1:0,:,:
681,679,2014-01-26,Витязь,Слован,0:0,0:1,1:0,0:0,0:1
682,680,2014-01-26,Динамо М,Лев Пр,0:1,1:0,1:0,:,:
683,681,2014-01-27,Адмирал,Металлург Мг,1:0,0:0,1:1,:,:
684,682,2014-01-27,Амур,Трактор,0:2,1:2,2:0,:,:
685,683,2014-01-27,Металлург Нк,Нефтехимик,1:0,1:1,1:1,:,:
686,684,2014-01-27,Сибирь,Салават Юлаев,1:1,0:1,2:1,0:0,0:1
687,685,2014-01-27,Спартак,Атлант,1:2,1:0,1:1,0:0,0:1
688,686,2014-01-27,Донбасс,Локомотив,1:0,1:0,1:0,:,:
689,687,2014-01-27,Динамо Мн,СКА,0:0,2:1,0:2,:,:
690,688,2014-01-27,Медвешчак,Северсталь,0:0,0:0,1:1,0:0,0:1
691,690,2014-01-28,Барыс,Югра,1:1,3:1,0:1,:,:
692,692,2014-01-28,Торпедо НН,Динамо Р,0:0,0:0,0:0,0:0,0:1
