,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
346,347,2015-10-25,Динамо М,ХК Сочи,1:2,1:0,0:2,:,:
347,348,2015-10-26,Металлург Нк,Сибирь,0:0,1:0,0:2,:,:
348,349,2015-10-26,Авангард,СКА,0:1,0:0,1:3,:,:
349,350,2015-10-26,Металлург Мг,Амур,2:0,0:0,1:0,:,:
350,351,2015-10-26,Салават Юлаев,Адмирал,2:3,2:2,1:1,:,:
351,352,2015-10-26,Динамо Мн,Слован,1:1,1:2,1:0,0:0,0:1
352,353,2015-10-26,ЦСКА,Северсталь,2:0,2:1,3:0,:,:
353,373,2015-10-26,Барыс,Спартак,1:0,1:3,1:0,1:0,:
354,354,2015-10-27,Трактор,Локомотив,0:0,1:0,1:1,:,:
355,355,2015-10-27,Нефтехимик,ХК Сочи,0:0,0:0,1:1,0:0,1:0
356,356,2015-10-27,Йокерит,Автомобилист,1:1,1:0,2:0,:,:
357,357,2015-10-27,Динамо Р,Югра,4:0,2:1,1:0,:,:
358,358,2015-10-28,Металлург Нк,Амур,0:1,1:0,1:1,0:0,0:1
359,359,2015-10-28,Авангард,Спартак,2:0,0:0,0:2,0:1,:
360,360,2015-10-28,Барыс,СКА,1:1,1:1,2:0,:,:
361,361,2015-10-28,Сибирь,Адмирал,2:0,0:0,0:0,:,:
362,362,2015-10-28,Северсталь,Витязь,1:3,0:0,1:0,:,:
363,363,2015-10-28,Динамо Мн,Металлург Мг,2:3,2:1,2:0,:,:
364,364,2015-10-28,Слован,Лада,0:2,0:2,2:1,:,:
365,365,2015-10-28,Торпедо НН,Салават Юлаев,1:0,0:0,1:2,0:1,:
366,366,2015-10-28,ЦСКА,Динамо М,2:0,1:2,0:0,:,:
367,367,2015-10-28,Медвешчак,Ак Барс,0:2,0:1,3:1,:,:
368,368,2015-10-29,Трактор,ХК Сочи,3:0,2:3,0:0,:,:
369,369,2015-10-29,Нефтехимик,Локомотив,2:0,1:2,1:1,:,:
370,370,2015-10-29,Йокерит,Югра,1:1,2:0,3:0,:,:
371,371,2015-10-29,Динамо Р,Автомобилист,0:2,2:2,2:0,1:0,:
372,372,2015-10-30,Металлург Нк,Адмирал,1:1,1:0,1:2,0:0,0:1
373,374,2015-10-30,Сибирь,Амур,0:1,0:0,2:0,:,:
374,375,2015-10-30,Северсталь,Динамо М,1:0,0:0,3:2,:,:
375,376,2015-10-30,Динамо Мн,Салават Юлаев,0:2,1:1,0:2,:,:
376,377,2015-10-30,Слован,Ак Барс,0:1,1:0,0:0,0:0,0:1
377,378,2015-10-30,Торпедо НН,Металлург Мг,1:1,0:1,1:2,:,:
378,379,2015-10-30,Медвешчак,Лада,0:1,1:2,0:1,:,:
379,380,2015-10-31,Йокерит,Динамо Р,0:0,5:0,0:5,0:0,0:1
380,381,2015-11-01,Медвешчак,Слован,2:0,1:1,3:1,:,:
381,645,2015-11-01,Динамо М,Спартак,2:0,1:4,1:0,0:0,1:0
382,382,2015-11-02,Динамо Мн,Динамо Р,1:0,1:0,0:0,:,:
383,383,2015-11-10,Авангард,Йокерит,0:1,0:0,0:0,:,:
384,384,2015-11-10,Автомобилист,Трактор,0:2,4:0,1:0,:,:
385,385,2015-11-10,Барыс,Динамо Р,0:0,1:0,4:1,:,:
386,386,2015-11-10,Сибирь,Металлург Нк,0:0,2:4,4:0,:,:
387,387,2015-11-10,Югра,Нефтехимик,2:0,0:1,0:0,:,:
388,388,2015-11-10,Лада,Металлург Мг,1:2,0:4,0:1,:,:
389,389,2015-11-10,Ак Барс,Салават Юлаев,1:1,0:1,2:0,:,:
390,390,2015-11-10,Динамо Мн,Медвешчак,0:1,1:1,0:2,:,:
391,391,2015-11-10,Локомотив,Северсталь,0:0,1:0,0:1,0:0,0:1
392,392,2015-11-10,СКА,Динамо М,1:2,1:0,1:0,:,:
393,393,2015-11-10,Спартак,Витязь,0:0,2:0,0:1,:,:
394,394,2015-11-10,Торпедо НН,Слован,3:0,2:1,0:2,:,:
395,395,2015-11-10,ХК Сочи,ЦСКА,2:0,0:1,0:3,:,:
396,396,2015-11-12,Металлург Нк,Адмирал,0:2,0:0,0:0,:,:
397,397,2015-11-12,Авангард,Динамо Р,1:0,0:1,1:1,0:0,0:1
398,398,2015-11-12,Автомобилист,Нефтехимик,0:3,0:0,0:1,:,:
399,399,2015-11-12,Барыс,Йокерит,2:0,0:0,0:0,:,:
400,400,2015-11-12,Сибирь,Амур,0:3,0:0,0:4,:,:
401,401,2015-11-12,Югра,Трактор,0:0,3:0,0:1,:,:
402,402,2015-11-12,Лада,Салават Юлаев,2:0,0:0,1:0,:,:
403,403,2015-11-12,Ак Барс,Металлург Мг,1:1,1:0,0:1,0:0,0:1
404,404,2015-11-12,Динамо Мн,Слован,1:0,1:0,0:1,:,:
405,405,2015-11-12,Локомотив,ЦСКА,0:1,0:1,0:0,:,:
406,406,2015-11-12,СКА,Витязь,2:0,0:2,3:1,:,:
407,407,2015-11-12,Спартак,Динамо М,0:1,0:1,0:1,:,:
408,408,2015-11-12,Торпедо НН,Медвешчак,4:1,0:1,1:0,:,:
409,409,2015-11-12,ХК Сочи,Северсталь,1:0,2:0,1:1,:,:
410,410,2015-11-14,Авангард,Амур,2:0,1:0,0:0,:,:
411,411,2015-11-14,Автомобилист,Йокерит,0:0,2:1,1:2,0:0,0:1
412,412,2015-11-14,Барыс,Адмирал,1:1,0:1,3:1,:,:
413,413,2015-11-14,Югра,Динамо Р,1:0,1:1,0:0,:,:
414,414,2015-11-14,Динамо Мн,Динамо М,0:1,0:0,1:1,:,:
415,415,2015-11-14,Слован,ЦСКА,0:0,1:0,1:2,0:0,1:0
416,416,2015-11-14,Торпедо НН,Витязь,0:1,3:0,0:0,:,:
417,417,2015-11-14,Медвешчак,Северсталь,1:1,3:0,0:1,:,:
418,418,2015-11-15,Металлург Нк,Сибирь,0:1,1:0,2:0,:,:
419,419,2015-11-15,Металлург Мг,Локомотив,1:1,3:0,0:0,:,:
420,420,2015-11-15,Трактор,Ак Барс,0:0,1:1,0:1,:,:
421,421,2015-11-15,Нефтехимик,Лада,1:2,0:1,1:2,:,:
422,422,2015-11-15,Спартак,ХК Сочи,0:1,1:1,1:1,:,:
423,423,2015-11-16,Автомобилист,Динамо Р,1:0,0:1,1:1,0:0,0:1
424,424,2015-11-16,Югра,Йокерит,1:0,0:2,1:2,:,:
425,425,2015-11-16,Динамо Мн,Витязь,2:0,1:1,0:1,:,:
426,426,2015-11-16,Слован,Северсталь,2:2,2:1,1:1,:,:
427,427,2015-11-16,Торпедо НН,Динамо М,0:1,2:0,0:1,0:0,0:1
428,428,2015-11-16,Медвешчак,ЦСКА,0:0,0:0,0:0,1:0,:
429,429,2015-11-17,Амур,Металлург Нк,0:1,1:1,2:2,:,:
430,430,2015-11-17,Адмирал,Сибирь,1:0,1:1,2:1,:,:
431,431,2015-11-17,Металлург Мг,ХК Сочи,1:1,1:1,1:0,:,:
432,432,2015-11-17,Салават Юлаев,Локомотив,0:0,0:3,2:1,:,:
433,433,2015-11-17,Трактор,Лада,0:1,2:0,0:1,0:0,1:0
434,434,2015-11-17,Нефтехимик,Ак Барс,1:0,0:1,1:1,0:0,1:0
435,435,2015-11-17,СКА,Авангард,0:0,1:3,0:0,:,:
436,436,2015-11-17,Спартак,Барыс,0:2,1:1,1:2,:,:
437,437,2015-11-19,Амур,Сибирь,0:0,0:2,0:1,:,:
438,438,2015-11-19,Адмирал,Металлург Нк,1:0,0:0,1:1,:,:
439,439,2015-11-19,Металлург Мг,Ак Барс,0:0,1:0,0:1,0:0,0:1
440,440,2015-11-19,Салават Юлаев,Лада,1:1,2:0,2:0,:,:
441,441,2015-11-19,Северсталь,Медвешчак,1:0,1:0,2:0,:,:
442,442,2015-11-19,Йокерит,Авангард,1:0,0:2,1:0,0:1,:
443,443,2015-11-19,Локомотив,Автомобилист,3:3,2:1,2:0,:,:
444,444,2015-11-19,СКА,Барыс,2:1,2:0,1:0,:,:
445,445,2015-11-19,ХК Сочи,Югра,0:0,1:1,4:0,:,:
446,446,2015-11-19,ЦСКА,Слован,0:0,0:1,0:1,:,:
447,447,2015-11-20,Амур,Сибирь,0:1,1:0,0:0,0:0,0:1
448,448,2015-11-20,Адмирал,Металлург Нк,1:0,0:0,1:0,:,:
449,449,2015-11-20,Трактор,Нефтехимик,1:0,0:1,0:0,0:0,1:0
450,450,2015-11-20,Витязь,Торпедо НН,1:2,2:1,0:0,0:0,0:1
451,451,2015-11-20,Динамо М,Динамо Мн,1:0,3:0,0:0,:,:
452,452,2015-11-21,Металлург Мг,Лада,0:0,1:1,1:1,0:0,1:0
453,453,2015-11-21,Салават Юлаев,Ак Барс,2:0,1:2,1:0,:,:
454,454,2015-11-21,Северсталь,Слован,0:1,0:1,1:0,:,:
455,455,2015-11-21,Йокерит,Барыс,0:0,0:0,2:0,:,:
456,456,2015-11-21,Локомотив,Югра,1:1,0:0,2:0,:,:
457,457,2015-11-21,Спартак,Авангард,1:1,1:0,1:0,:,:
458,458,2015-11-21,ХК Сочи,Автомобилист,2:1,1:0,2:4,0:1,:
459,459,2015-11-21,ЦСКА,Медвешчак,1:0,1:1,1:0,:,:
460,460,2015-11-22,Нефтехимик,Трактор,2:0,1:0,0:0,:,:
461,461,2015-11-22,Витязь,Динамо Мн,1:1,1:1,0:2,:,:
462,462,2015-11-22,Динамо М,Торпедо НН,1:2,1:0,0:0,0:1,:
463,463,2015-11-23,Автомобилист,Югра,1:1,0:0,2:0,:,:
464,464,2015-11-23,Сибирь,Авангард,0:0,0:1,1:0,1:0,:
465,465,2015-11-24,Лада,Спартак,0:2,1:0,0:0,:,:
466,466,2015-11-24,Северсталь,Амур,1:2,0:0,0:2,:,:
467,467,2015-11-24,Ак Барс,СКА,1:0,0:1,2:1,:,:
468,468,2015-11-24,Йокерит,Локомотив,2:0,0:0,1:1,:,:
469,469,2015-11-24,Слован,Динамо Мн,1:0,0:1,3:0,:,:
470,470,2015-11-24,ЦСКА,Адмирал,2:0,1:0,2:1,:,:
471,471,2015-11-24,Динамо Р,ХК Сочи,0:1,0:0,1:1,:,:
472,472,2015-11-24,Медвешчак,Торпедо НН,1:0,1:1,0:0,:,:
473,473,2015-11-25,Металлург Нк,Салават Юлаев,1:1,0:3,1:0,:,:
474,474,2015-11-25,Автомобилист,Витязь,1:0,2:2,0:0,:,:
475,475,2015-11-25,Трактор,Металлург Мг,0:2,0:1,1:1,:,:
476,476,2015-11-25,Нефтехимик,Динамо М,3:1,1:1,1:1,:,:
477,477,2015-11-26,Лада,СКА,1:1,1:0,0:1,0:1,:
478,478,2015-11-26,Северсталь,Адмирал,1:1,2:3,1:0,0:0,0:1
479,479,2015-11-26,Ак Барс,Спартак,0:1,3:0,3:0,:,:
480,480,2015-11-26,Йокерит,ХК Сочи,1:0,1:3,0:2,:,:
481,481,2015-11-26,ЦСКА,Амур,0:0,0:0,2:0,:,:
482,482,2015-11-26,Динамо Р,Локомотив,0:1,0:1,0:1,:,:
483,483,2015-11-27,Автомобилист,Динамо М,0:1,0:1,1:2,:,:
484,484,2015-11-27,Барыс,Салават Юлаев,0:2,0:0,1:2,:,:
485,485,2015-11-27,Трактор,Витязь,2:1,1:0,1:0,:,:
486,486,2015-11-27,Нефтехимик,Металлург Мг,0:1,1:0,1:1,0:1,:
487,487,2015-11-28,Северсталь,Металлург Нк,0:1,1:1,0:1,:,:
488,488,2015-11-28,Динамо Мн,Адмирал,0:1,4:0,1:2,:,:
489,489,2015-11-28,Локомотив,СКА,0:2,2:1,0:0,:,:
490,490,2015-11-28,Торпедо НН,Амур,0:1,1:0,0:0,0:0,1:0
491,491,2015-11-28,ХК Сочи,Спартак,1:0,1:1,0:0,:,:
492,492,2015-11-28,ЦСКА,Сибирь,2:0,0:1,1:0,:,:
493,493,2015-11-29,Авангард,Динамо М,0:0,2:1,0:1,0:0,1:0
494,494,2015-11-29,Автомобилист,Медвешчак,0:0,0:1,0:0,:,:
495,495,2015-11-29,Барыс,Витязь,1:0,1:0,2:1,:,:
496,496,2015-11-29,Трактор,Салават Юлаев,0:0,1:1,0:2,:,:
497,497,2015-11-29,Югра,Слован,0:0,1:1,0:2,:,:
498,498,2015-11-29,Йокерит,Ак Барс,1:0,0:0,1:1,:,:
499,499,2015-11-29,Динамо Р,Лада,1:0,1:0,0:0,:,:
500,500,2015-11-30,Металлург Мг,Нефтехимик,0:0,2:0,3:0,:,:
501,501,2015-11-30,Северсталь,Сибирь,0:0,1:1,0:1,:,:
502,502,2015-11-30,Динамо Мн,Амур,0:1,1:0,2:0,:,:
503,503,2015-11-30,Локомотив,Спартак,2:1,0:1,1:1,0:0,1:0
504,504,2015-11-30,Торпедо НН,Адмирал,1:0,1:0,0:2,0:0,0:1
505,505,2015-11-30,ХК Сочи,СКА,1:0,1:1,0:1,0:1,:
506,506,2015-11-30,ЦСКА,Металлург Нк,2:0,0:0,1:0,:,:
507,507,2015-12-01,Авангард,Витязь,1:1,0:0,2:0,:,:
508,508,2015-12-01,Автомобилист,Слован,2:2,2:0,0:1,:,:
509,509,2015-12-01,Барыс,Динамо М,0:0,0:0,1:1,0:0,1:0
510,510,2015-12-01,Югра,Медвешчак,0:0,2:1,2:0,:,:
511,511,2015-12-01,Йокерит,Лада,0:2,0:1,1:0,:,:
512,512,2015-12-02,Салават Юлаев,Металлург Мг,2:0,3:1,1:1,:,:
513,513,2015-12-02,Динамо Мн,Сибирь,0:1,0:0,2:1,0:1,:
514,514,2015-12-02,Торпедо НН,Металлург Нк,0:0,1:2,1:2,:,:
515,613,2015-12-02,СКА,Спартак,1:0,3:0,1:0,:,:
516,515,2015-12-03,Авангард,Медвешчак,2:0,2:1,2:2,:,:
517,516,2015-12-03,Барыс,Слован,2:2,2:2,0:0,1:0,:
518,517,2015-12-03,Ак Барс,Йокерит,1:0,2:1,1:0,:,:
519,518,2015-12-03,Локомотив,Северсталь,0:1,1:0,2:0,:,:
520,519,2015-12-03,ХК Сочи,Динамо Р,0:0,1:1,0:0,0:1,:
521,520,2015-12-04,Амур,Автомобилист,0:0,2:0,0:1,:,:
522,521,2015-12-04,Адмирал,Югра,1:0,2:3,1:0,:,:
523,522,2015-12-04,Динамо Мн,Металлург Нк,3:1,1:2,0:1,0:0,1:0
524,523,2015-12-04,СКА,Трактор,1:1,1:1,0:0,1:0,:
525,524,2015-12-04,Спартак,Нефтехимик,1:1,2:1,0:3,:,:
526,525,2015-12-04,Торпедо НН,Сибирь,2:1,0:1,0:0,0:0,1:0
527,526,2015-12-05,Авангард,Слован,2:0,2:1,1:2,:,:
528,527,2015-12-05,Барыс,Медвешчак,1:1,4:0,1:0,:,:
529,528,2015-12-05,Лада,Йокерит,0:2,1:1,0:0,:,:
530,529,2015-12-05,Ак Барс,Динамо Р,1:1,1:1,0:1,:,:
531,530,2015-12-05,Витязь,Северсталь,2:0,0:2,0:0,1:0,:
532,531,2015-12-05,Динамо М,ЦСКА,0:1,0:0,1:0,0:0,1:0
533,532,2015-12-05,ХК Сочи,Салават Юлаев,5:1,2:3,0:1,:,:
534,533,2015-12-06,Амур,Югра,0:0,1:0,1:2,1:0,:
535,534,2015-12-06,Адмирал,Автомобилист,2:0,1:0,0:2,:,:
536,535,2015-12-06,СКА,Нефтехимик,0:0,1:1,0:0,1:0,:
537,536,2015-12-06,Спартак,Трактор,1:0,2:1,2:0,:,:
538,537,2015-12-07,Ак Барс,Торпедо НН,1:0,1:0,0:1,:,:
539,538,2015-12-07,Витязь,ЦСКА,1:1,0:1,0:0,:,:
540,539,2015-12-07,Динамо М,Северсталь,2:0,1:1,1:1,:,:
541,540,2015-12-07,Локомотив,Салават Юлаев,0:0,0:1,1:2,:,:
542,541,2015-12-07,ХК Сочи,Металлург Мг,1:0,1:1,0:0,:,:
543,542,2015-12-08,Амур,Барыс,1:0,1:1,1:1,:,:
544,543,2015-12-08,Адмирал,Авангард,0:0,0:1,0:0,:,:
545,544,2015-12-08,Металлург Нк,Югра,0:2,1:0,1:1,:,:
546,545,2015-12-08,Сибирь,Автомобилист,0:0,2:2,2:0,:,:
547,546,2015-12-08,Йокерит,Нефтехимик,1:1,2:3,2:1,1:0,:
548,547,2015-12-08,Динамо Р,Трактор,0:1,1:1,1:0,0:0,0:1
549,548,2015-12-09,Витязь,Лада,0:0,0:0,0:2,:,:
550,549,2015-12-09,Динамо Мн,ЦСКА,0:1,0:1,1:1,:,:
551,550,2015-12-09,Динамо М,Ак Барс,0:1,0:1,0:0,:,:
552,551,2015-12-09,СКА,Салават Юлаев,2:1,0:2,3:0,:,:
553,552,2015-12-09,Слован,ХК Сочи,2:1,1:3,1:1,:,:
554,553,2015-12-09,Спартак,Металлург Мг,1:2,0:0,1:0,0:0,1:0
555,554,2015-12-09,Торпедо НН,Северсталь,3:0,0:0,0:1,:,:
556,555,2015-12-09,Медвешчак,Локомотив,0:0,0:0,1:1,0:1,:
557,556,2015-12-10,Амур,Авангард,0:0,0:0,2:0,:,:
558,557,2015-12-10,Адмирал,Барыс,1:0,2:0,1:2,:,:
559,558,2015-12-10,Металлург Нк,Автомобилист,1:2,0:1,1:0,:,:
560,559,2015-12-10,Сибирь,Югра,3:0,1:2,1:0,:,:
561,560,2015-12-10,Йокерит,Трактор,2:2,1:2,1:0,0:0,1:0
562,561,2015-12-10,Динамо Р,Нефтехимик,0:1,2:0,2:0,:,:
563,562,2015-12-11,Амур,Авангард,0:0,0:3,2:1,:,:
564,563,2015-12-11,Адмирал,Барыс,2:0,3:1,1:2,:,:
565,564,2015-12-11,Северсталь,Динамо Мн,0:3,0:1,0:1,:,:
566,565,2015-12-11,Витязь,Ак Барс,1:0,0:2,2:0,:,:
567,566,2015-12-11,Динамо М,Лада,1:1,0:0,0:0,0:0,0:1
568,567,2015-12-11,СКА,Металлург Мг,1:0,2:2,2:1,:,:
569,568,2015-12-11,Слован,Локомотив,0:1,0:0,0:0,:,:
570,569,2015-12-11,Спартак,Салават Юлаев,0:0,0:1,3:0,:,:
571,570,2015-12-11,Торпедо НН,ЦСКА,0:1,0:0,0:2,:,:
572,571,2015-12-11,Медвешчак,ХК Сочи,0:0,0:1,2:1,0:0,1:0
573,572,2015-12-13,Динамо Р,Динамо Мн,0:2,2:1,1:2,:,:
574,573,2015-12-14,Йокерит,Медвешчак,1:0,1:1,2:0,:,:
575,574,2015-12-22,Металлург Нк,Барыс,0:3,2:2,0:1,:,:
576,575,2015-12-22,Металлург Мг,Витязь,0:1,1:0,3:1,:,:
577,576,2015-12-22,Салават Юлаев,Динамо М,0:0,1:0,1:0,:,:
578,577,2015-12-22,Сибирь,Авангард,0:2,0:0,0:1,:,:
579,578,2015-12-22,Югра,Автомобилист,1:2,2:0,0:0,:,:
580,579,2015-12-22,Слован,Динамо Мн,1:0,1:2,2:0,:,:
581,580,2015-12-22,Спартак,Йокерит,0:2,0:0,1:1,:,:
582,581,2015-12-22,Торпедо НН,СКА,1:2,1:2,3:1,1:0,:
583,582,2015-12-22,Медвешчак,Динамо Р,0:0,0:1,0:2,:,:
584,583,2015-12-23,Северсталь,Лада,1:0,1:0,1:3,0:0,1:0
585,584,2015-12-23,Локомотив,Амур,1:0,0:0,3:1,:,:
586,585,2015-12-23,ХК Сочи,Адмирал,0:0,1:3,0:1,:,:
587,586,2015-12-23,ЦСКА,Ак Барс,2:1,0:0,0:0,:,:
588,587,2015-12-24,Металлург Нк,Авангард,1:2,1:0,1:1,0:0,0:1
589,588,2015-12-24,Металлург Мг,СКА,1:2,0:3,3:0,:,:
590,589,2015-12-24,Салават Юлаев,Спартак,0:1,0:1,1:0,:,:
591,590,2015-12-24,Сибирь,Барыс,1:1,2:0,2:0,:,:
592,591,2015-12-24,Трактор,Динамо М,0:1,2:1,1:1,1:0,:
593,592,2015-12-24,Югра,Витязь,0:1,2:1,0:1,:,:
594,593,2015-12-24,Медвешчак,Динамо Мн,1:1,0:1,1:0,1:0,:
595,594,2015-12-25,Северсталь,Ак Барс,2:1,1:2,0:0,0:1,:
596,595,2015-12-25,Локомотив,Адмирал,1:0,2:0,0:0,:,:
597,596,2015-12-25,ХК Сочи,Амур,2:3,0:0,4:1,:,:
598,597,2015-12-25,ЦСКА,Лада,1:1,0:1,0:0,:,:
599,598,2015-12-26,Металлург Мг,Спартак,3:0,1:0,0:0,:,:
600,599,2015-12-26,Салават Юлаев,СКА,0:0,1:0,0:1,1:0,:
601,600,2015-12-26,Югра,Динамо М,0:1,0:3,2:1,:,:
602,601,2015-12-26,Нефтехимик,Витязь,3:0,0:3,2:0,:,:
603,602,2015-12-26,Слован,Торпедо НН,1:0,1:0,1:0,:,:
604,603,2015-12-27,Авангард,ЦСКА,0:0,0:0,0:3,:,:
605,604,2015-12-27,Барыс,Северсталь,2:0,1:1,0:2,1:0,:
606,605,2015-12-27,Лада,Амур,0:1,1:0,3:0,:,:
607,606,2015-12-27,Ак Барс,Адмирал,1:1,0:1,1:1,:,:
608,607,2015-12-27,Локомотив,Сибирь,2:0,0:0,0:0,:,:
609,608,2015-12-27,ХК Сочи,Металлург Нк,1:1,0:0,1:1,0:1,:
610,609,2015-12-28,Металлург Мг,Динамо М,1:1,0:0,1:0,:,:
611,610,2015-12-28,Салават Юлаев,Витязь,0:0,2:0,1:0,:,:
612,611,2015-12-28,Трактор,Медвешчак,1:0,0:0,0:1,0:0,1:0
613,612,2015-12-28,Нефтехимик,Слован,0:0,0:0,0:0,0:0,0:1
614,614,2015-12-28,Динамо Р,Торпедо НН,0:2,0:0,1:2,:,:
615,615,2015-12-29,Авангард,Северсталь,0:0,1:0,3:0,:,:
616,616,2015-12-29,Барыс,ЦСКА,2:0,1:2,1:1,:,:
617,617,2015-12-29,Лада,Адмирал,0:0,1:2,0:3,:,:
618,618,2015-12-29,Ак Барс,Амур,1:0,0:0,0:0,:,:
619,619,2015-12-29,Локомотив,Металлург Нк,1:1,1:1,1:0,:,:
620,620,2015-12-29,ХК Сочи,Сибирь,2:1,0:1,1:0,:,:
621,621,2015-12-30,Трактор,Слован,1:1,0:0,0:0,0:0,0:1
622,622,2015-12-30,Нефтехимик,Медвешчак,1:0,1:2,0:2,:,:
623,624,2015-12-30,Витязь,Спартак,2:2,1:2,0:2,:,:
624,623,2016-01-03,Барыс,Югра,1:1,0:1,1:0,0:0,1:0
625,625,2016-01-04,Амур,Металлург Мг,0:0,0:1,0:0,:,:
626,626,2016-01-04,Адмирал,Салават Юлаев,0:3,1:0,1:1,:,:
627,627,2016-01-04,Металлург Нк,Нефтехимик,0:0,1:0,0:1,0:1,:
628,628,2016-01-04,Сибирь,Трактор,0:0,1:1,2:0,:,:
629,629,2016-01-04,Северсталь,Локомотив,1:0,0:2,0:0,:,:
630,630,2016-01-04,Динамо Мн,Ак Барс,1:1,1:2,0:1,:,:
631,631,2016-01-04,Динамо М,СКА,1:1,2:0,2:0,:,:
632,632,2016-01-04,Торпедо НН,Лада,2:0,2:0,0:0,:,:
633,633,2016-01-04,ЦСКА,ХК Сочи,0:0,1:1,0:1,:,:
634,634,2016-01-04,Динамо Р,Слован,0:1,1:0,0:0,0:0,0:1
635,635,2016-01-04,Медвешчак,Йокерит,1:0,0:3,1:1,:,:
636,636,2016-01-05,Авангард,Югра,1:0,0:0,0:1,0:1,:
637,637,2016-01-05,Барыс,Автомобилист,0:2,2:0,2:1,:,:
638,638,2016-01-06,Амур,Салават Юлаев,1:1,3:2,0:1,1:0,:
639,639,2016-01-06,Адмирал,Металлург Мг,1:0,1:0,0:0,:,:
640,640,2016-01-06,Металлург Нк,Трактор,1:1,0:0,1:2,:,:
641,641,2016-01-06,Сибирь,Нефтехимик,0:0,0:0,2:1,:,:
642,642,2016-01-06,Северсталь,ХК Сочи,1:0,1:0,0:2,0:0,1:0
643,643,2016-01-06,Витязь,СКА,2:0,0:2,0:2,:,:
644,644,2016-01-06,Динамо Мн,Лада,1:0,1:2,0:0,0:0,0:1
645,646,2016-01-06,Слован,Йокерит,1:0,1:1,2:1,:,:
646,647,2016-01-06,Торпедо НН,Ак Барс,0:0,0:1,2:1,0:0,1:0
647,648,2016-01-06,ЦСКА,Локомотив,3:0,1:0,0:0,:,:
648,649,2016-01-06,Динамо Р,Медвешчак,0:1,0:1,2:3,:,:
649,650,2016-01-07,Авангард,Автомобилист,2:0,0:0,1:0,:,:
650,651,2016-01-08,Амур,Трактор,4:0,1:2,0:1,:,:
651,652,2016-01-08,Адмирал,Нефтехимик,0:0,2:1,1:0,:,:
652,653,2016-01-08,Металлург Нк,Металлург Мг,0:1,0:2,3:4,:,:
653,654,2016-01-08,Сибирь,Салават Юлаев,0:2,2:0,2:2,0:0,1:0
654,655,2016-01-08,Витязь,Динамо Р,1:1,0:0,0:2,:,:
655,656,2016-01-08,Динамо Мн,Локомотив,0:0,0:0,1:0,:,:
656,657,2016-01-08,Йокерит,Динамо М,1:0,1:1,0:1,0:0,0:1
657,658,2016-01-08,Торпедо НН,ХК Сочи,3:1,1:0,1:0,:,:
658,659,2016-01-08,ЦСКА,СКА,0:2,2:0,2:0,:,:
659,660,2016-01-08,Медвешчак,Спартак,1:1,0:1,0:0,:,:
660,661,2016-01-09,Автомобилист,Северсталь,0:1,0:0,0:1,:,:
661,662,2016-01-09,Лада,Авангард,0:0,0:1,0:1,:,:
662,663,2016-01-10,Амур,Нефтехимик,0:1,1:2,1:0,:,:
663,664,2016-01-10,Адмирал,Трактор,1:1,2:1,0:1,1:0,:
664,665,2016-01-10,Металлург Нк,Салават Юлаев,0:3,1:1,0:1,:,:
665,666,2016-01-10,Сибирь,Металлург Мг,1:0,0:1,1:5,:,:
666,667,2016-01-10,Витязь,Йокерит,0:1,1:1,0:1,:,:
667,668,2016-01-10,Динамо Мн,ХК Сочи,0:0,0:0,2:2,0:0,0:1
668,669,2016-01-10,Динамо М,Динамо Р,0:0,1:0,1:1,:,:
669,670,2016-01-11,Автомобилист,ЦСКА,1:1,0:0,0:0,0:0,0:1
670,671,2016-01-11,Югра,Северсталь,0:0,1:1,0:1,:,:
671,672,2016-01-11,Лада,Барыс,1:1,0:1,0:2,:,:
672,673,2016-01-11,Ак Барс,Авангард,0:1,0:1,0:1,:,:
673,674,2016-01-11,Локомотив,Торпедо НН,0:0,0:0,3:0,:,:
674,675,2016-01-11,СКА,Медвешчак,0:0,2:0,3:3,:,:
675,676,2016-01-11,Спартак,Слован,0:2,0:1,0:1,:,:
676,677,2016-01-12,Динамо М,Йокерит,2:0,1:2,0:0,:,:
677,678,2016-01-13,Металлург Мг,Динамо Мн,1:1,1:0,3:0,:,:
678,679,2016-01-13,Салават Юлаев,Торпедо НН,0:0,1:2,0:1,:,:
679,680,2016-01-13,Трактор,ЦСКА,0:1,0:2,0:0,:,:
680,681,2016-01-13,Лада,Югра,1:1,2:1,2:0,:,:
681,682,2016-01-13,Нефтехимик,Северсталь,2:0,1:0,0:0,:,:
682,683,2016-01-13,Ак Барс,Автомобилист,1:0,0:2,0:0,:,:
683,684,2016-01-13,Локомотив,Барыс,0:0,1:0,3:1,:,:
684,685,2016-01-13,СКА,Слован,1:0,1:0,1:2,:,:
685,686,2016-01-13,Спартак,Медвешчак,0:1,1:3,0:0,:,:
686,687,2016-01-13,Динамо Р,Авангард,1:0,0:2,0:0,:,:
687,688,2016-01-14,ХК Сочи,Витязь,2:1,1:0,2:3,:,:
688,689,2016-01-15,Металлург Мг,Торпедо НН,0:1,1:0,0:0,0:0,1:0
689,690,2016-01-15,Салават Юлаев,Динамо Мн,1:1,2:0,1:2,:,:
690,691,2016-01-15,Трактор,Северсталь,2:0,0:1,0:0,:,:
691,692,2016-01-15,Лада,Автомобилист,0:1,0:0,0:1,:,:
692,693,2016-01-15,Нефтехимик,ЦСКА,0:2,0:0,0:0,:,:
