,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
345,348,2016-10-25,Адмирал,Амур,0:1,0:0,2:0,:,:
346,349,2016-10-25,Лада,Югра,0:2,3:0,1:1,:,:
347,350,2016-10-25,Нефтехимик,Автомобилист,1:2,1:3,0:0,:,:
348,351,2016-10-25,ЦСКА,Медвешчак,0:0,0:0,3:1,:,:
349,352,2016-10-25,СКА,Слован,1:1,5:0,0:0,:,:
350,353,2016-10-25,Ак Барс,Барыс,2:0,0:1,0:0,:,:
351,354,2016-10-26,Трактор,Сибирь,2:0,0:2,1:0,:,:
352,355,2016-10-26,Металлург Мг,Металлург Нк,1:0,2:1,0:1,:,:
353,356,2016-10-26,Салават Юлаев,Авангард,0:2,0:1,2:0,:,:
354,357,2016-10-26,Динамо М,Динамо Р,0:1,1:0,0:0,0:0,1:0
355,358,2016-10-26,ХК Сочи,Торпедо НН,0:2,0:0,1:0,:,:
356,359,2016-10-26,Витязь,Йокерит,0:0,0:1,1:1,:,:
357,360,2016-10-27,Куньлунь РС,Амур,1:0,0:0,0:0,:,:
358,361,2016-10-27,Лада,Автомобилист,1:1,1:0,0:0,:,:
359,362,2016-10-27,Нефтехимик,Барыс,0:2,0:1,0:0,:,:
360,363,2016-10-27,Локомотив,Динамо Мн,2:1,0:1,4:1,:,:
361,364,2016-10-27,ЦСКА,Слован,1:1,1:0,2:1,:,:
362,365,2016-10-27,СКА,Медвешчак,1:0,2:0,3:0,:,:
363,366,2016-10-27,Ак Барс,Югра,3:0,1:0,0:1,:,:
364,367,2016-10-28,Трактор,Авангард,0:0,1:1,2:0,:,:
365,368,2016-10-28,Металлург Мг,Сибирь,3:0,0:2,0:0,:,:
366,369,2016-10-28,Салават Юлаев,Металлург Нк,1:0,2:2,1:1,:,:
367,370,2016-10-28,Витязь,Динамо Р,1:0,2:1,0:1,:,:
368,371,2016-10-28,Динамо М,Йокерит,0:0,1:0,2:0,:,:
369,372,2016-10-29,Адмирал,Куньлунь РС,0:0,1:1,2:0,:,:
370,373,2016-10-29,Лада,Барыс,0:1,2:1,0:0,0:1,:
371,374,2016-10-29,Нефтехимик,Югра,1:1,0:0,1:0,:,:
372,375,2016-10-29,Северсталь,Слован,0:1,0:1,1:1,:,:
373,376,2016-10-29,Локомотив,Йокерит,1:0,0:1,3:0,:,:
374,377,2016-10-29,Спартак,ХК Сочи,0:3,0:1,2:1,:,:
375,378,2016-10-29,Ак Барс,Автомобилист,1:0,2:0,2:0,:,:
376,346,2016-10-30,Салават Юлаев,Сибирь,2:0,3:0,1:0,:,:
377,379,2016-10-30,Трактор,Металлург Нк,2:0,0:0,0:0,:,:
378,380,2016-10-30,Витязь,Динамо Мн,2:2,3:1,4:3,:,:
379,381,2016-10-31,Адмирал,Куньлунь РС,1:3,0:0,1:0,:,:
380,382,2016-10-31,Северсталь,Медвешчак,2:0,3:0,2:3,:,:
381,383,2016-11-01,Динамо Р,Динамо Мн,0:1,2:0,2:2,:,:
382,384,2016-11-07,Барыс,Медвешчак,0:0,1:0,1:0,:,:
383,385,2016-11-08,Сибирь,Спартак,0:1,0:0,0:1,:,:
384,386,2016-11-08,Металлург Нк,ХК Сочи,0:0,0:0,0:0,0:0,1:0
385,387,2016-11-08,Авангард,Торпедо НН,1:0,0:0,1:1,:,:
386,388,2016-11-08,Металлург Мг,Нефтехимик,1:0,0:1,0:0,0:0,1:0
387,389,2016-11-08,Салават Юлаев,Лада,0:0,2:2,2:0,:,:
388,390,2016-11-08,Автомобилист,Слован,1:1,0:2,0:1,:,:
389,391,2016-11-08,Трактор,Ак Барс,0:0,1:2,1:0,0:0,0:1
390,392,2016-11-08,Динамо Мн,Адмирал,0:1,0:0,0:2,:,:
391,393,2016-11-08,Йокерит,Амур,2:1,0:0,0:1,0:0,1:0
392,394,2016-11-08,Динамо Р,Куньлунь РС,1:0,0:3,1:2,:,:
393,395,2016-11-09,Югра,Медвешчак,1:1,0:0,2:0,:,:
394,396,2016-11-09,Динамо М,СКА,1:1,1:0,0:2,:,:
395,397,2016-11-09,Локомотив,Северсталь,0:1,1:0,0:3,:,:
396,398,2016-11-09,Витязь,ЦСКА,0:2,0:0,2:0,0:0,1:0
397,399,2016-11-10,Сибирь,Торпедо НН,0:0,1:1,0:3,:,:
398,400,2016-11-10,Металлург Нк,Спартак,0:0,0:2,0:1,:,:
399,401,2016-11-10,Трактор,Лада,0:1,1:0,0:0,0:0,0:1
400,402,2016-11-10,Авангард,ХК Сочи,1:0,1:0,2:0,:,:
401,403,2016-11-10,Металлург Мг,Ак Барс,1:1,1:1,0:0,0:0,0:1
402,404,2016-11-10,Салават Юлаев,Нефтехимик,1:0,2:1,1:0,:,:
403,405,2016-11-10,Барыс,Слован,2:0,1:1,2:0,:,:
404,406,2016-11-10,Динамо Мн,Куньлунь РС,2:0,0:1,1:3,:,:
405,407,2016-11-10,Йокерит,Адмирал,0:0,1:1,1:0,:,:
406,408,2016-11-10,Динамо Р,Амур,2:1,0:0,1:1,:,:
407,409,2016-11-11,Автомобилист,Медвешчак,0:0,1:0,2:2,:,:
408,410,2016-11-11,Локомотив,ЦСКА,1:1,0:0,2:0,:,:
409,411,2016-11-11,Витязь,СКА,0:1,0:2,0:1,:,:
410,412,2016-11-11,Динамо М,Северсталь,0:1,1:0,0:0,1:0,:
411,413,2016-11-12,Сибирь,ХК Сочи,1:0,1:0,1:1,:,:
412,414,2016-11-12,Металлург Нк,Торпедо НН,0:1,0:0,2:3,:,:
413,415,2016-11-12,Трактор,Нефтехимик,1:0,2:0,3:0,:,:
414,416,2016-11-12,Авангард,Спартак,1:0,1:2,1:0,:,:
415,417,2016-11-12,Металлург Мг,Лада,1:1,3:2,1:0,:,:
416,418,2016-11-12,Салават Юлаев,Ак Барс,1:0,1:2,2:0,:,:
417,419,2016-11-12,Югра,Слован,0:0,1:0,1:1,:,:
418,420,2016-11-12,Динамо Мн,Амур,2:0,1:0,0:0,:,:
419,421,2016-11-12,Йокерит,Куньлунь РС,1:0,0:1,2:1,:,:
420,422,2016-11-12,Динамо Р,Адмирал,2:0,1:2,0:0,:,:
421,423,2016-11-13,Барыс,Автомобилист,1:0,2:0,1:0,:,:
422,424,2016-11-13,Локомотив,СКА,0:3,0:2,1:2,:,:
423,425,2016-11-13,Витязь,Северсталь,1:0,0:0,3:0,:,:
424,426,2016-11-13,Динамо М,ЦСКА,2:3,1:0,1:1,0:0,0:1
425,427,2016-11-14,Торпедо НН,Салават Юлаев,1:0,0:2,1:1,:,:
426,428,2016-11-14,Динамо Р,Ак Барс,1:0,1:0,0:0,:,:
427,429,2016-11-15,Амур,Сибирь,0:2,1:1,2:0,0:0,0:1
428,430,2016-11-15,Адмирал,Металлург Нк,1:1,1:0,0:1,1:0,:
429,431,2016-11-15,Куньлунь РС,Авангард,1:1,0:3,2:0,:,:
430,432,2016-11-15,Северсталь,Югра,1:1,0:0,0:2,:,:
431,433,2016-11-15,Спартак,Трактор,0:0,1:0,0:1,0:0,0:1
432,434,2016-11-15,Витязь,Динамо М,3:1,0:0,0:2,0:0,0:1
433,435,2016-11-15,СКА,Барыс,5:0,2:0,2:0,:,:
434,436,2016-11-15,Слован,Йокерит,1:0,0:1,1:0,:,:
435,437,2016-11-15,ХК Сочи,Металлург Мг,0:3,0:0,0:2,:,:
436,438,2016-11-15,ЦСКА,Автомобилист,1:0,1:0,0:0,:,:
437,439,2016-11-15,Медвешчак,Динамо Мн,2:1,0:0,2:0,:,:
438,440,2016-11-16,Лада,Нефтехимик,0:2,0:1,2:2,:,:
439,441,2016-11-17,Амур,Авангард,0:0,0:2,0:1,:,:
440,442,2016-11-17,Адмирал,Сибирь,0:0,0:1,0:1,:,:
441,443,2016-11-17,Куньлунь РС,Металлург Нк,1:0,0:0,2:0,:,:
442,444,2016-11-17,Северсталь,Барыс,1:1,2:1,0:1,0:1,:
443,445,2016-11-17,ХК Сочи,Трактор,0:0,2:1,0:0,:,:
444,446,2016-11-17,ЦСКА,Югра,0:0,1:1,2:0,:,:
445,447,2016-11-17,Спартак,Салават Юлаев,2:1,0:1,1:1,0:1,:
446,448,2016-11-17,Витязь,Динамо Мн,0:2,0:0,0:1,:,:
447,449,2016-11-17,СКА,Автомобилист,1:0,0:2,0:0,:,:
448,450,2016-11-17,Торпедо НН,Металлург Мг,1:0,0:0,1:1,:,:
449,451,2016-11-17,Слован,Динамо Р,1:0,0:1,0:0,0:0,0:1
450,452,2016-11-17,Медвешчак,Йокерит,1:2,0:1,1:2,:,:
451,552,2016-11-17,Локомотив,Динамо М,1:0,0:0,1:0,:,:
452,453,2016-11-18,Нефтехимик,Лада,1:1,3:0,1:1,:,:
453,455,2016-11-19,Амур,Металлург Нк,0:0,1:0,1:0,:,:
454,456,2016-11-19,Адмирал,Авангард,0:0,1:1,0:1,:,:
455,457,2016-11-19,Куньлунь РС,Сибирь,0:1,3:0,0:0,:,:
456,458,2016-11-19,Северсталь,Автомобилист,1:0,0:3,1:1,:,:
457,459,2016-11-19,ХК Сочи,Салават Юлаев,0:1,1:1,2:1,0:0,1:0
458,460,2016-11-19,ЦСКА,Барыс,1:0,1:1,2:1,:,:
459,461,2016-11-19,Спартак,Металлург Мг,0:0,0:4,1:1,:,:
460,462,2016-11-19,Торпедо НН,Трактор,0:0,1:0,3:1,:,:
461,463,2016-11-19,Слован,Динамо Мн,1:1,0:1,0:0,:,:
462,464,2016-11-19,Медвешчак,Динамо Р,1:0,0:0,0:0,:,:
463,465,2016-11-20,Витязь,Локомотив,0:1,1:0,1:0,:,:
464,466,2016-11-20,Ак Барс,Лада,0:0,3:1,2:2,:,:
465,467,2016-11-21,Металлург Мг,Динамо М,2:0,2:0,1:0,:,:
466,468,2016-11-21,СКА,ЦСКА,2:3,2:0,2:0,:,:
467,469,2016-11-22,Сибирь,Ак Барс,0:0,0:2,1:0,:,:
468,470,2016-11-22,Металлург Нк,Нефтехимик,2:2,0:2,2:1,:,:
469,471,2016-11-22,Авангард,Лада,4:1,1:1,1:1,:,:
470,472,2016-11-22,Динамо Мн,Йокерит,1:2,0:0,1:0,0:0,1:0
471,473,2016-11-22,ХК Сочи,Слован,1:0,1:0,1:0,:,:
472,474,2016-11-22,Торпедо НН,Медвешчак,1:0,1:0,3:0,:,:
473,475,2016-11-23,Трактор,Динамо М,0:0,1:1,0:0,0:1,:
474,476,2016-11-23,Металлург Мг,Локомотив,0:1,2:0,0:0,:,:
475,477,2016-11-23,Салават Юлаев,Витязь,1:0,0:0,0:2,:,:
476,478,2016-11-23,Автомобилист,Амур,0:0,0:0,1:1,0:0,0:1
477,479,2016-11-23,Барыс,Куньлунь РС,2:0,0:1,2:0,:,:
478,480,2016-11-23,Югра,Адмирал,0:0,0:0,0:1,:,:
479,481,2016-11-24,Сибирь,Лада,1:0,1:0,1:1,:,:
480,482,2016-11-24,Металлург Нк,Ак Барс,0:0,0:1,0:1,:,:
481,483,2016-11-24,Авангард,Нефтехимик,0:3,0:0,1:0,:,:
482,484,2016-11-24,Йокерит,СКА,0:1,0:0,2:1,0:0,0:1
483,485,2016-11-24,Спартак,Медвешчак,0:0,0:1,0:0,:,:
484,486,2016-11-24,Торпедо НН,Слован,0:0,0:1,1:3,:,:
485,487,2016-11-24,Динамо Р,Динамо Мн,0:3,0:1,1:0,:,:
486,488,2016-11-25,Трактор,Локомотив,1:0,1:0,1:1,:,:
487,489,2016-11-25,Металлург Мг,Витязь,1:1,1:2,3:1,:,:
488,490,2016-11-25,Салават Юлаев,Динамо М,0:1,1:0,1:0,:,:
489,491,2016-11-25,Барыс,Адмирал,1:1,0:3,0:0,:,:
490,492,2016-11-25,Югра,Амур,0:0,1:1,0:1,:,:
491,493,2016-11-25,Северсталь,ЦСКА,0:0,0:1,0:1,:,:
492,494,2016-11-26,Сибирь,Нефтехимик,1:1,0:2,1:3,:,:
493,495,2016-11-26,Металлург Нк,Лада,0:0,3:1,0:1,:,:
494,496,2016-11-26,Авангард,Ак Барс,1:0,1:2,0:0,0:1,:
495,497,2016-11-26,Автомобилист,Куньлунь РС,0:0,2:0,2:3,:,:
496,498,2016-11-26,Спартак,Слован,0:1,1:0,3:1,:,:
497,499,2016-11-26,Торпедо НН,Динамо Мн,0:3,0:0,1:1,:,:
498,500,2016-11-26,ХК Сочи,Медвешчак,0:0,0:0,0:1,:,:
499,501,2016-11-26,Динамо Р,Йокерит,0:0,0:1,1:1,:,:
500,502,2016-11-27,Барыс,Амур,1:0,0:0,0:1,1:0,:
501,503,2016-11-27,Трактор,Витязь,0:0,3:2,0:0,:,:
502,504,2016-11-27,Салават Юлаев,Локомотив,0:0,1:2,0:0,:,:
503,505,2016-11-27,Северсталь,СКА,1:3,1:0,1:1,:,:
504,506,2016-11-28,Автомобилист,Адмирал,0:1,2:0,0:1,0:0,1:0
505,507,2016-11-28,Югра,Куньлунь РС,0:1,0:1,2:2,:,:
506,508,2016-11-28,ЦСКА,Динамо М,0:0,1:1,1:1,0:0,0:1
507,509,2016-11-28,Медвешчак,Сибирь,0:1,0:0,0:1,:,:
508,510,2016-11-29,Лада,ХК Сочи,2:0,1:2,1:0,:,:
509,511,2016-11-29,Нефтехимик,Спартак,2:1,0:0,1:3,:,:
510,512,2016-11-29,Ак Барс,Торпедо НН,1:0,4:0,0:0,:,:
511,513,2016-11-29,Динамо Мн,Трактор,0:1,0:1,0:0,:,:
512,514,2016-11-29,Йокерит,Металлург Мг,0:1,0:0,3:1,:,:
513,515,2016-11-30,Локомотив,Югра,0:0,0:0,1:0,:,:
514,516,2016-11-30,Витязь,Автомобилист,2:1,1:1,0:0,:,:
515,517,2016-11-30,Слован,Сибирь,0:2,1:2,1:1,:,:
516,518,2016-11-30,Динамо М,Барыс,0:0,0:0,3:0,:,:
517,519,2016-11-30,Динамо Р,Салават Юлаев,0:1,0:1,0:1,:,:
518,520,2016-11-30,Медвешчак,Металлург Нк,0:1,0:1,2:1,:,:
519,521,2016-12-01,Амур,ЦСКА,1:0,0:1,0:1,:,:
520,522,2016-12-01,Адмирал,Северсталь,0:0,2:1,0:0,:,:
521,523,2016-12-01,Куньлунь РС,СКА,1:1,1:2,1:2,:,:
522,524,2016-12-01,Лада,Спартак,0:0,3:0,0:1,:,:
523,525,2016-12-01,Нефтехимик,Торпедо НН,3:3,0:2,2:0,1:0,:
524,526,2016-12-01,Йокерит,Трактор,0:1,0:0,1:0,1:0,:
525,527,2016-12-01,Ак Барс,ХК Сочи,1:1,0:1,0:1,:,:
526,528,2016-12-01,Медвешчак,Авангард,0:3,1:0,0:1,:,:
527,529,2016-12-02,Локомотив,Автомобилист,1:1,1:1,3:1,:,:
528,530,2016-12-02,Витязь,Барыс,1:0,0:1,3:1,:,:
529,531,2016-12-02,Динамо Мн,Салават Юлаев,0:1,0:0,2:1,0:0,0:1
530,532,2016-12-02,Слован,Металлург Нк,1:2,1:1,2:1,0:0,0:1
531,533,2016-12-02,Динамо М,Югра,1:0,2:0,3:0,:,:
532,534,2016-12-02,Динамо Р,Металлург Мг,1:0,2:2,0:1,0:0,1:0
533,535,2016-12-03,Амур,СКА,0:0,1:1,0:1,:,:
534,536,2016-12-03,Адмирал,ЦСКА,1:0,0:1,1:2,:,:
535,537,2016-12-03,Куньлунь РС,Северсталь,1:0,0:0,1:0,:,:
536,538,2016-12-03,Лада,Торпедо НН,0:0,1:1,0:0,0:0,0:1
537,539,2016-12-03,Нефтехимик,ХК Сочи,2:0,1:1,2:0,:,:
538,540,2016-12-03,Слован,Авангард,1:1,1:1,1:3,:,:
539,541,2016-12-03,Ак Барс,Спартак,1:1,2:0,0:1,:,:
540,542,2016-12-04,Йокерит,Салават Юлаев,1:0,0:1,0:0,0:0,1:0
541,543,2016-12-04,Локомотив,Барыс,4:0,1:1,2:0,:,:
542,544,2016-12-04,Витязь,Югра,0:1,1:0,1:2,:,:
543,545,2016-12-04,Динамо Мн,Металлург Мг,0:2,2:1,0:1,:,:
544,546,2016-12-04,Динамо М,Автомобилист,2:0,2:0,0:1,:,:
545,547,2016-12-04,Динамо Р,Трактор,0:1,0:2,2:1,:,:
546,548,2016-12-05,Амур,Северсталь,1:0,0:0,3:2,:,:
547,549,2016-12-05,Адмирал,СКА,0:1,0:1,1:2,:,:
548,550,2016-12-05,Куньлунь РС,ЦСКА,0:0,0:2,0:0,:,:
549,551,2016-12-05,Сибирь,Металлург Нк,0:0,0:1,1:1,:,:
550,553,2016-12-06,Спартак,Ак Барс,0:0,0:0,1:0,:,:
551,554,2016-12-06,Торпедо НН,Нефтехимик,1:0,3:0,0:2,:,:
552,555,2016-12-06,Динамо Мн,Слован,0:0,1:0,3:1,:,:
553,556,2016-12-06,Йокерит,Медвешчак,1:1,2:1,0:1,1:0,:
554,557,2016-12-06,ХК Сочи,Лада,1:0,0:0,1:1,:,:
555,558,2016-12-07,Сибирь,Авангард,0:1,0:1,1:1,:,:
556,559,2016-12-07,Автомобилист,Барыс,0:2,2:2,1:0,:,:
557,560,2016-12-08,Трактор,Амур,1:0,1:0,1:1,:,:
558,561,2016-12-08,Металлург Мг,Адмирал,1:1,1:2,3:0,:,:
559,562,2016-12-08,Салават Юлаев,Куньлунь РС,2:2,1:2,1:0,0:0,0:1
560,563,2016-12-08,Северсталь,Локомотив,0:0,1:1,2:1,:,:
561,564,2016-12-08,Йокерит,Слован,0:1,1:2,0:0,:,:
562,565,2016-12-08,ХК Сочи,Ак Барс,1:1,0:1,0:0,:,:
563,566,2016-12-08,ЦСКА,Витязь,2:0,1:1,2:1,:,:
564,567,2016-12-08,Спартак,Нефтехимик,1:0,0:0,2:1,:,:
565,568,2016-12-08,СКА,Динамо М,1:0,0:0,0:1,0:0,1:0
566,569,2016-12-08,Торпедо НН,Лада,1:0,0:0,0:1,0:0,1:0
567,570,2016-12-08,Динамо Р,Медвешчак,0:1,0:1,0:2,:,:
568,571,2016-12-09,Металлург Нк,Авангард,0:0,2:2,0:0,0:0,0:1
569,572,2016-12-09,Югра,Барыс,0:1,1:0,1:3,:,:
570,454,2016-12-10,Динамо М,Локомотив,0:0,2:2,4:1,:,:
571,573,2016-12-10,Трактор,Адмирал,1:0,2:1,1:0,:,:
572,574,2016-12-10,Металлург Мг,Куньлунь РС,2:1,0:1,2:0,:,:
573,575,2016-12-10,Салават Юлаев,Амур,0:1,1:1,2:1,1:0,:
574,576,2016-12-10,Северсталь,Витязь,0:0,1:1,2:2,0:1,:
575,577,2016-12-10,ХК Сочи,Нефтехимик,0:2,0:1,0:2,:,:
576,578,2016-12-10,Спартак,Лада,2:0,0:2,0:0,0:1,:
577,579,2016-12-10,Торпедо НН,Ак Барс,1:0,0:0,1:0,:,:
578,580,2016-12-10,Динамо Р,Слован,1:0,0:0,2:2,:,:
579,581,2016-12-11,Югра,Автомобилист,0:1,0:0,0:0,:,:
580,582,2016-12-11,Динамо Мн,Медвешчак,1:1,4:1,1:0,:,:
581,583,2016-12-12,Куньлунь РС,Барыс,1:0,2:0,2:1,:,:
582,595,2016-12-13,Нефтехимик,Ак Барс,0:0,1:2,0:0,:,:
583,584,2016-12-15,Амур,Автомобилист,0:1,0:4,2:0,:,:
584,138,2016-12-17,Адмирал,Нефтехимик,3:1,2:3,2:1,:,:
585,585,2016-12-17,Куньлунь РС,Автомобилист,1:0,0:1,2:2,1:0,:
586,586,2016-12-19,Амур,Барыс,0:0,1:0,0:2,:,:
587,587,2016-12-19,Адмирал,Автомобилист,0:0,1:1,0:2,:,:
588,588,2016-12-19,Куньлунь РС,Югра,1:2,0:0,1:0,0:0,1:0
589,589,2016-12-19,Сибирь,Динамо Р,1:0,1:0,0:1,:,:
590,590,2016-12-19,Металлург Нк,Динамо Мн,0:1,0:0,0:1,:,:
591,591,2016-12-19,Авангард,Йокерит,0:0,0:0,1:1,1:0,:
592,592,2016-12-19,Медвешчак,Трактор,1:0,0:0,1:3,:,:
593,593,2016-12-20,Лада,ЦСКА,2:1,0:1,2:3,:,:
594,594,2016-12-20,Северсталь,Витязь,1:1,1:0,2:1,:,:
595,596,2016-12-20,Локомотив,ХК Сочи,2:0,0:0,1:1,:,:
596,597,2016-12-20,Слован,Салават Юлаев,1:0,1:0,2:1,:,:
597,598,2016-12-20,Динамо М,Спартак,0:0,1:0,2:0,:,:
598,599,2016-12-21,Амур,Югра,0:1,1:2,0:0,:,:
599,600,2016-12-21,Адмирал,Барыс,0:1,0:1,1:2,:,:
600,601,2016-12-21,Сибирь,Динамо Мн,1:0,0:3,0:0,:,:
601,602,2016-12-21,Металлург Нк,Йокерит,1:0,2:0,0:4,:,:
602,603,2016-12-21,Авангард,Динамо Р,3:2,3:0,3:1,:,:
603,604,2016-12-21,Слован,Трактор,0:0,1:0,0:0,:,:
604,605,2016-12-21,Медвешчак,Металлург Мг,2:0,1:2,3:1,:,:
605,606,2016-12-22,Нефтехимик,ЦСКА,0:1,1:2,0:0,:,:
606,607,2016-12-22,Спартак,Локомотив,0:1,2:0,0:0,:,:
607,608,2016-12-22,Торпедо НН,Динамо М,1:1,0:0,0:0,0:1,:
608,609,2016-12-22,ХК Сочи,Витязь,0:4,1:0,1:1,:,:
609,610,2016-12-23,Адмирал,Югра,0:0,3:0,1:1,:,:
610,611,2016-12-23,Сибирь,Йокерит,0:0,0:0,3:0,:,:
611,612,2016-12-23,Металлург Нк,Динамо Р,0:1,0:5,0:0,:,:
612,613,2016-12-23,Авангард,Динамо Мн,0:1,0:0,0:0,:,:
613,614,2016-12-23,Барыс,Трактор,0:1,0:2,3:1,:,:
614,615,2016-12-23,Лада,СКА,1:2,0:0,1:0,0:1,:
615,616,2016-12-23,Слован,Металлург Мг,1:2,1:1,0:1,:,:
616,617,2016-12-23,Медвешчак,Салават Юлаев,0:0,2:2,0:0,0:0,1:0
617,618,2016-12-24,Куньлунь РС,Амур,0:0,0:0,0:0,0:0,0:1
618,619,2016-12-24,Спартак,Витязь,0:3,1:1,1:1,:,:
619,620,2016-12-24,Торпедо НН,Локомотив,1:1,0:2,0:0,:,:
620,621,2016-12-24,ХК Сочи,Динамо М,2:1,2:1,1:1,:,:
621,622,2016-12-25,Авангард,Трактор,0:0,2:0,1:1,:,:
622,623,2016-12-25,Барыс,Металлург Мг,4:0,0:2,1:1,:,:
623,624,2016-12-25,Лада,Северсталь,0:3,2:0,1:1,:,:
624,625,2016-12-25,Нефтехимик,СКА,0:1,0:1,0:2,:,:
625,626,2016-12-26,Адмирал,Амур,1:1,0:0,1:2,:,:
626,627,2016-12-26,Югра,Сибирь,0:1,2:0,1:1,:,:
627,628,2016-12-26,ЦСКА,Локомотив,0:0,1:2,1:0,0:0,0:1
628,629,2016-12-26,Торпедо НН,Витязь,0:0,2:2,1:0,:,:
629,630,2016-12-26,Слован,Спартак,0:0,4:0,0:4,0:0,1:0
630,631,2016-12-26,Йокерит,Динамо Р,2:0,1:0,0:0,:,:
631,632,2016-12-27,Лада,Салават Юлаев,4:1,1:0,1:3,:,:
632,633,2016-12-27,Нефтехимик,Северсталь,2:1,1:1,1:1,:,:
633,634,2016-12-27,Йокерит,Динамо Р,1:2,1:0,0:0,0:1,:
634,635,2016-12-27,Ак Барс,СКА,2:2,0:1,1:0,0:0,1:0
635,636,2016-12-28,Металлург Нк,Сибирь,0:0,0:0,0:1,:,:
636,637,2016-12-28,Барыс,Авангард,0:1,0:0,3:0,:,:
637,638,2016-12-28,ЦСКА,Динамо М,1:1,1:1,3:1,:,:
638,639,2016-12-28,ХК Сочи,Спартак,0:0,1:4,0:0,:,:
639,640,2016-12-29,Куньлунь РС,Адмирал,1:2,0:0,0:2,:,:
640,641,2016-12-29,Салават Юлаев,Металлург Мг,0:2,2:1,1:2,:,:
641,642,2016-12-29,СКА,Локомотив,0:1,0:1,1:0,:,:
642,643,2016-12-29,Ак Барс,Северсталь,0:2,3:0,0:0,:,:
643,728,2016-12-29,Витязь,Нефтехимик,0:0,1:2,1:3,:,:
644,644,2017-01-03,Сибирь,Локомотив,1:0,1:1,0:1,0:0,1:0
645,645,2017-01-03,Металлург Нк,Витязь,0:3,2:1,1:0,:,:
646,646,2017-01-03,Авангард,Динамо М,0:0,0:2,2:1,:,:
647,647,2017-01-03,Лада,Металлург Мг,1:0,1:2,0:2,:,:
648,648,2017-01-03,Нефтехимик,Салават Юлаев,0:0,0:0,0:0,0:0,1:0
649,649,2017-01-03,Ак Барс,Трактор,2:2,2:1,1:0,:,:
650,650,2017-01-03,Динамо Мн,СКА,1:0,4:1,0:3,:,:
651,651,2017-01-03,Слован,Амур,0:0,2:0,0:0,:,:
652,652,2017-01-03,Динамо Р,Северсталь,3:0,2:0,0:2,:,:
653,653,2017-01-03,Медвешчак,Куньлунь РС,0:0,0:0,1:0,:,:
654,654,2017-01-04,Автомобилист,ХК Сочи,0:2,0:3,1:0,:,:
655,655,2017-01-04,Барыс,Спартак,1:0,1:0,1:0,:,:
656,656,2017-01-04,Югра,Торпедо НН,0:0,0:1,0:1,:,:
657,657,2017-01-05,Сибирь,Динамо М,1:2,1:2,0:1,:,:
658,658,2017-01-05,Металлург Нк,Локомотив,0:0,0:1,1:1,:,:
659,659,2017-01-05,Авангард,Витязь,0:2,2:0,1:0,:,:
660,660,2017-01-05,Лада,Трактор,0:1,0:1,0:1,:,:
661,661,2017-01-05,Нефтехимик,Металлург Мг,0:0,0:0,0:1,:,:
662,662,2017-01-05,Слован,Куньлунь РС,0:0,1:0,0:1,0:1,:
663,663,2017-01-05,Йокерит,СКА,1:1,1:1,1:0,:,:
664,664,2017-01-05,Ак Барс,Салават Юлаев,1:0,0:0,0:1,0:0,0:1
665,665,2017-01-05,Динамо Мн,Северсталь,0:0,0:1,1:0,0:0,0:1
666,666,2017-01-05,Динамо Р,ЦСКА,0:0,0:0,0:2,:,:
667,667,2017-01-05,Медвешчак,Амур,0:1,0:0,3:0,:,:
668,668,2017-01-06,Автомобилист,Торпедо НН,0:0,0:1,1:0,0:0,0:1
669,669,2017-01-06,Барыс,ХК Сочи,0:1,0:1,0:2,:,:
670,670,2017-01-06,Югра,Спартак,3:1,0:0,2:1,:,:
671,671,2017-01-06,Медвешчак,Адмирал,1:1,0:1,0:2,:,:
672,672,2017-01-07,Сибирь,Витязь,1:2,1:0,1:0,:,:
673,673,2017-01-07,Металлург Нк,Динамо М,0:0,0:0,0:3,:,:
674,674,2017-01-07,Авангард,Локомотив,2:2,1:0,0:0,:,:
675,675,2017-01-07,Лада,Салават Юлаев,2:1,1:1,1:0,:,:
676,676,2017-01-07,Нефтехимик,Трактор,0:0,1:0,0:0,:,:
677,677,2017-01-07,Ак Барс,Металлург Мг,0:0,0:2,0:0,:,:
678,678,2017-01-07,Динамо Мн,ЦСКА,1:0,0:2,0:1,:,:
679,679,2017-01-07,Йокерит,Северсталь,0:1,1:0,0:3,:,:
680,680,2017-01-07,Динамо Р,СКА,0:0,0:4,1:2,:,:
681,681,2017-01-08,Автомобилист,Спартак,0:1,3:1,1:1,:,:
682,682,2017-01-08,Барыс,Торпедо НН,0:1,0:0,1:2,:,:
683,683,2017-01-08,Югра,ХК Сочи,0:0,1:0,2:1,:,:
684,684,2017-01-08,Слован,Адмирал,1:0,1:2,1:0,:,:
685,685,2017-01-09,Куньлунь РС,Динамо М,1:1,1:1,1:3,:,:
686,686,2017-01-09,ЦСКА,СКА,1:1,0:1,1:0,0:0,0:1
687,687,2017-01-09,Йокерит,Лада,1:2,0:1,2:0,0:0,0:1
688,688,2017-01-09,Локомотив,Динамо Р,0:1,1:0,2:0,:,:
689,689,2017-01-09,Медвешчак,Северсталь,0:0,1:1,1:0,:,:
690,690,2017-01-10,Куньлунь РС,Витязь,0:2,1:0,0:0,:,:
691,691,2017-01-10,Трактор,Торпедо НН,0:0,0:2,2:0,0:0,0:1
